user_id,recommended_items
1303119,2778525 1244196 1386412 657183 2791339
1303157,931519 546415 984924 1244787 1652258
1303513,2097556 2590469 569889 1624781 1325341
1303795,2037477 47583 460717 882543 278589
1304283,1624781 1140869 972388 1162250 278589
1305498,1624781 2289895 436574 447985 16356
1305512,1835742 2086041 35677 437245 2156629
1305702,1047625 468120 2796479 2183288 35677
1305738,2778525 1244196 1386412 657183 2791339
1306107,2459081 668146 1047625 650831 468120
1306152,779190 1119495 734196 79531 278589
1307022,2778525 1244196 1386412 657183 2791339
1307331,2778525 1244196 1386412 657183 2791339
1307334,2441881 1162250 657183 1386412 2778525
1307415,2778525 1244196 1386412 657183 2791339
1307699,265522 2128544 2435845 1056667 2705759
1307712,2435845 2198329 2380306 90273 1368635
1307726,2750191 1171271 1074013 2650926 2348573
1307840,1519543 2435845 499178 2698468 2512859
1307860,1074013 2750191 415358 2770160 1086695
1307983,2590469 291669 2086041 2289895 2413494
1308942,952102 2024094 1886939 47583 460717
1309147,2778525 1244196 1386412 657183 2791339
1309191,768905 1162250 2413494 1830993 784737
1309967,2097556 1652258 1443706 72465 266412
1310015,1056667 1867675 1074013 788342 415358
1310672,687732 1867675 1876513 2380306 43306
1311084,2778525 1244196 1386412 657183 2791339
1311110,437245 734196 788342 784737 952102
1311166,2049946 35677 1830993 2198329 499178
1311633,1244787 636889 1119495 2635038 1317915
1312111,1867675 1876513 415358 1728166 1794685
1312300,1835742 291669 1325341 2086041 779190
1313020,2778525 1244196 1386412 657183 2791339
1313132,2796479 2501356 2635038 16356 1984327
1313638,931519 1368635 2037855 734196 437245
1314169,374376 1287265 1928254 794156 625711
1314268,2590469 2825431 2106311 2156629 1876513
1315236,278589 1477734 1140869 723096 472040
1315392,1636910 1287265 625711 2380306 2441881
1315466,278589 2778525 1244196 1386412 657183
1315564,291669 1835742 2086041 2825431 1886939
1315928,1636910 2435845 1519543 625711 768905
1316036,1317915 90273 2501356 749431 2650926
1316416,2705759 1074013 2435845 1056667 2348573
1316944,1443706 830073 1317915 2462072 415358
1317229,47583 794156 460717 952102 1928254
1317272,499178 1330328 931519 415358 2512859
1317424,2097556 2183288 2778525 1244196 1386412
1317516,1239082 1717731 1876513 16356 1794685
1317902,1550605 2435845 1920047 882543 2825431
1318506,569889 2031981 2466095 1047625 2420135
1318834,2476293 1519543 779190 2635038 205039
1319120,1287265 1636910 625711 1165605 2037477
1319453,1086695 1876513 1171271 35677 2462072
1319528,2778525 1244196 1386412 657183 2791339
1319887,2466095 1776330 1679143 343377 1106543
1320004,1086695 335428 952102 499178 1636910
1320145,2037477 1886939 1636910 47583 794156
1320434,2441881 1794685 687732 1317915 951143
1320452,749431 830073 1086695 1876513 546415
1321004,415358 2435845 2770160 1513499 2348573
1321691,554760 1443706 2459081 374376 266412
1321772,1074013 2770160 1086695 2750191 2348573
1322233,2778525 1244196 1386412 657183 2791339
1322238,2183288 2512859 784737 2778525 1244196
1322306,2128544 931519 749431 1636910 374376
1322582,1728166 1867675 1074013 931519 415358
1322594,278589 2037477 2097556 460717 2183288
1322940,2796479 2106311 1830993 2750191 554760
1323302,687732 1876513 16356 2205815 1794685
1323821,374376 2476293 2086041 1876513 1119495
1324025,882543 1835742 2086041 2590469 291669
1324097,2466095 1287265 1053542 2625619 2031981
1324173,1876513 2289895 2097556 2435845 35677
1324300,1119495 2501356 768905 2313894 1287265
1324593,2590469 1835742 734196 882543 2825431
1325051,2198329 374376 2705759 931519 779190
1325147,579292 1886939 951143 1140869 2778525
1325378,2825431 2183288 2198329 1047625 1835742
1325601,788342 43306 437245 2441881 1794685
1325645,768905 1835742 1325341 1550605 2289895
1325727,788342 1171271 668146 1119495 1830993
1326406,1652258 668146 579292 1330328 951143
1326466,546415 1239082 2489959 1754395 1140869
1326478,2037855 952102 1886939 291669 266412
1326625,1835742 470426 2825431 2590469 882543
1327276,2205815 1728166 2462072 2128544 1325341
1327997,1074013 1086695 415358 2770160 374376
1328528,1244787 2712481 1717731 1140869 1092821
1329197,47583 2614865 952102 1886939 569889
1329632,2512859 1794685 1876513 437245 278589
1329636,43306 507069 1056667 2778525 1244196
1329637,2462072 784737 2778525 1244196 1386412
1329705,2778525 1244196 1386412 657183 2791339
1330211,2778525 1244196 1386412 657183 2791339
1331206,1876513 1867675 554760 1695664 343377
1331535,2778525 1244196 1386412 657183 2791339
1331884,569889 2466095 266412 2313894 72465
1332094,2778525 1244196 1386412 657183 2791339
1332306,723096 2660436 1928254 2501356 2512859
1332507,47583 2512859 2501356 35677 460717
1332615,265522 2097556 2289895 2660436 2705759
1333007,1096406 2750191 668146 1636910 1513499
1333199,1835742 636889 1325341 779190 2778525
1333829,35677 447985 1477734 2660436 436574
1333869,72465 1438082 1244787 1368635 1325341
1333905,2778525 1244196 1386412 657183 2791339
1334152,507069 2277810 2435845 734196 472040
1334292,265522 2380306 1754395 2289895 2705759
1334378,2435845 47583 278589 35677 1886939
1334445,931519 823512 2635038 2420135 291669
1334649,1092821 1140869 2791339 2512859 47583
1334819,2420135 650831 2459081 468120 1090310
1335035,1090310 1679143 1953846 1069281 554760
1335075,2037477 2198329 278589 2183288 972388
1335882,2380306 43306 16356 2086041 291669
1335944,2420135 1624781 436574 447985 1047625
1336012,1443706 830073 1317915 2462072 415358
1336195,2277810 749431 470426 1728166 1317915
1336324,1074013 2770160 2501356 415358 2705759
1336420,2128544 2435845 668146 546415 650831
1336540,2128544 2778525 1244196 1386412 657183
1336661,2778525 1244196 1386412 657183 2791339
1336692,2791339 2778525 1244196 1386412 657183
1336925,2778525 1244196 1386412 657183 2791339
1337035,2277810 278589 1092821 2778525 1244196
1337060,2198329 1636910 882543 2635038 1920047
1337130,2049946 2770160 554760 2198329 1835742
1337293,1835742 2086041 499178 788342 2590469
1337466,2796479 2106311 1830993 2750191 554760
1337489,579292 1886939 794156 2734883 468120
1338672,1728166 579292 554760 734196 2441881
1338831,470426 723096 2106311 2037855 2156629
1339115,2734883 1695664 1636910 625711 2712481
1339509,447985 1876513 2466095 1096406 1287265
1339866,1732848 1096406 79531 2778525 1244196
1340419,2435845 35677 499178 2198329 1830993
1340602,1732848 579292 1794685 1096406 1325341
1341394,16356 43306 687732 1794685 1867675
1341885,2778525 1244196 1386412 657183 2791339
1343269,2778525 1244196 1386412 657183 2791339
1343451,2778525 1244196 1386412 657183 2791339
1343511,1074013 1728166 415358 499178 2750191
1343611,1624781 650831 1776330 2501356 1119495
1343900,2435845 1086695 499178 2625619 1776330
1344161,470426 830073 1287265 1074013 1086695
1344334,1624781 788342 1717731 2198329 415358
1344419,2734883 1513499 1636910 1652258 2156629
1345801,1717731 2380306 2356407 2277810 2778525
1345895,1239082 1090310 1368635 1287265 1171271
1346029,569889 1287265 2466095 1443706 205039
1346233,931519 2002097 2698468 1244787 1317915
1346511,2778525 1244196 1386412 657183 2791339
1346532,1636910 470426 266412 2734883 650831
1346640,2024094 47583 794156 1876513 460717
1346913,1092821 1624781 2097556 1325341 794156
1347095,2097556 1624781 1244787 1325341 2289895
1347150,1069281 2313894 2459081 1953846 1443706
1347279,2778525 1244196 1386412 657183 2791339
1347332,1835742 2086041 291669 1830993 882543
1347596,2778525 1244196 1386412 657183 2791339
1348304,1636910 2712481 1695664 1920047 2183288
1348662,1624781 2205815 1438082 2356407 984924
1349225,2778525 1244196 1386412 657183 2791339
1349406,2501356 47583 1732848 1830993 1244787
1349430,2420135 650831 569889 266412 1679143
1349644,2277810 2660436 507069 2024094 2441881
1350101,1732848 2049946 1438082 1368635 734196
1350176,1140869 1984327 79531 2778525 1244196
1350249,2778525 1244196 1386412 657183 2791339
1350427,1984327 830073 2086041 2590469 2002097
1350513,749431 313851 2501356 2635038 1165605
1351271,47583 2024094 460717 2037477 951143
1351280,374376 779190 1244787 2037855 2156629
1351880,668146 1550605 1776330 266412 972388
1351941,2778525 1244196 1386412 657183 2791339
1351949,2734883 1165605 16356 2712481 625711
1352043,1728166 2277810 2037855 1717731 2380306
1352913,2635038 1519543 779190 1876513 90273
1353282,2650926 749431 1317915 723096 1443706
1353766,470426 830073 1287265 1074013 1086695
1353988,1717731 1239082 437245 1576126 2778525
1354277,1636910 2049946 1695664 1368635 2712481
1355012,35677 2750191 472040 723096 507069
1356389,1086695 788342 2750191 2770160 415358
1356794,2778525 1244196 1386412 657183 2791339
1356918,2590469 2825431 882543 2348573 2413494
1357111,1438082 794156 2660436 1053542 1477734
1357148,436574 768905 1624781 749431 1317915
1357653,1239082 1171271 2825431 1717731 2413494
1358060,749431 1636910 569889 1368635 16356
1358496,2705759 1636910 1165605 734196 1140869
1358906,343377 2489959 1652258 1162250 1244787
1358981,2660436 2097556 569889 43306 2277810
1359370,1835742 882543 2590469 2825431 1830993
1359650,470426 1876513 1119495 788342 1728166
1360389,1835742 2512859 507069 2635038 1325341
1360465,1074013 1239082 1171271 2348573 499178
1361468,1519543 507069 2441881 1794685 951143
1361628,1074013 2501356 499178 2770160 1317915
1361822,1876513 43306 2512859 687732 16356
1361936,636889 668146 1728166 1550605 507069
1363090,2778525 1244196 1386412 657183 2791339
1363131,546415 687732 1330328 79531 2778525
1363250,2778525 1244196 1386412 657183 2791339
1363325,72465 1652258 650831 343377 1119495
1363697,278589 2778525 1244196 1386412 657183
1364122,1636910 2734883 2049946 625711 1920047
1364165,1953846 1624781 2097556 1717731 2413494
1364184,984924 2462072 2459081 1438082 1576126
1364622,546415 265522 1876513 472040 1754395
1364765,2183288 2277810 1732848 749431 579292
1365363,788342 1876513 43306 2435845 507069
1365455,2441881 723096 2183288 2289895 1140869
1365613,1090310 2459081 668146 72465 1368635
1365745,1624781 794156 1140869 1928254 278589
1365816,2778525 1244196 1386412 657183 2791339
1366177,1368635 952102 734196 668146 931519
1366182,1443706 830073 1317915 2462072 415358
1367125,2778525 1244196 1386412 657183 2791339
1367646,984924 2049946 2501356 768905 2277810
1368124,2778525 1244196 1386412 657183 2791339
1368208,2205815 931519 2002097 536047 2413494
1368786,2205815 1717731 1728166 35677 2705759
1369376,1876513 1330328 499178 1056667 335428
1369614,436574 1624781 2356407 2770160 447985
1369634,1876513 2435845 1056667 1867675 2128544
1369821,1876513 687732 1867675 1794685 335428
1369852,2778525 1244196 1386412 657183 2791339
1369855,1092821 972388 2778525 2778525 1244196
1369877,1652258 749431 1317915 1165605 2650926
1369902,931519 823512 2635038 2420135 291669
1370360,2778525 1244196 1386412 657183 2791339
1370836,1867675 788342 1728166 1438082 931519
1371162,1244787 1119495 2002097 2778525 1244196
1371176,2459081 668146 1047625 650831 468120
1371321,2289895 2097556 2198329 470426 2156629
1371348,291669 2825431 2086041 1794685 335428
1371429,499178 1074013 1086695 415358 2348573
1371621,2097556 90273 278589 784737 2778525
1371623,2750191 2501356 1317915 2198329 1830993
1372162,278589 1325341 1244787 2489959 2198329
1372202,1624781 1477734 436574 1368635 2106311
1372374,1244787 1835742 882543 291669 2086041
1372424,2778525 1244196 1386412 657183 2791339
1372429,1330328 2037855 16356 554760 1835742
1372498,2778525 1244196 1386412 657183 2791339
1372649,436574 2356407 2770160 2778525 1244196
1373386,1835742 2660436 779190 415358 972388
1373416,2778525 1244196 1386412 657183 2791339
1373985,1325341 2825431 2348573 734196 2590469
1374132,1074013 499178 1086695 2590469 2097556
1374440,650831 2420135 1576126 668146 1171271
1374462,1886939 794156 2198329 2097556 1244787
1374660,1325341 472040 2380306 90273 734196
1374747,2778525 1244196 1386412 657183 2791339
1375960,2825431 2778525 1244196 1386412 657183
1376488,2476293 2420135 2183288 1624781 436574
1377323,2778525 1244196 1386412 657183 2791339
1378555,972388 1477734 1287265 1886939 1695664
1378961,1876513 1239082 472040 1928254 16356
1378982,2778525 1244196 1386412 657183 2791339
1379042,1368635 2660436 2049946 931519 2825431
1380078,1074013 1086695 2750191 2770160 2348573
1380082,2476293 335428 1732848 90273 35677
1380328,2778525 1244196 1386412 657183 2791339
1381070,2778525 1244196 1386412 657183 2791339
1381093,2590469 2778525 1244196 1386412 657183
1381161,2778525 1244196 1386412 657183 2791339
1381276,2778525 1244196 1386412 657183 2791339
1381406,972388 823512 1386412 1244196 2778525
1382199,2183288 2778525 2778525 1244196 1386412
1382295,266412 2420135 2024094 650831 72465
1382325,668146 2037855 1776330 2778525 1386412
1382458,749431 2049946 1317915 16356 768905
1382717,507069 1096406 579292 47583 794156
1383408,291669 2825431 2590469 2441881 788342
1383543,2778525 1244196 1386412 657183 2791339
1384391,374376 1519543 972388 788342 1086695
1384480,18872 2590469 291669 882543 2825431
1384503,436574 2356407 1092821 2791339 2778525
1384867,2778525 1244196 1386412 657183 2791339
1385028,35677 2380306 470426 1330328 830073
1385049,1443706 830073 1317915 2462072 415358
1385208,650831 470426 1287265 1325341 2459081
1385620,794156 2024094 47583 1886939 1325341
1386151,2778525 1244196 1386412 657183 2791339
1386259,205039 374376 1920047 2156629 1830993
1386413,1086695 447985 2348573 2750191 1317915
1386604,2037477 507069 1239082 1477734 35677
1386641,1239082 1636910 2501356 2635038 2750191
1386956,2778525 1244196 1386412 657183 2791339
1387246,2650926 2750191 2501356 1171271 768905
1387293,2770160 2750191 1074013 90273 2348573
1387365,2825431 984924 291669 1835742 2049946
1387478,2778525 1244196 1386412 657183 2791339
1387538,2420135 1047625 668146 650831 2650926
1387572,1090310 1171271 2590469 2097556 2750191
1387625,2825431 779190 2635038 1053542 2466095
1387945,2625619 2501356 2705759 2049946 1717731
1388479,636889 1876513 2037477 2778525 1244196
1388523,2086041 882543 1835742 2459081 650831
1388796,1090310 1477734 2049946 1368635 1438082
1388943,2356407 436574 447985 1624781 35677
1390261,1984327 2778525 1244196 1386412 657183
1391039,47583 278589 35677 2512859 1140869
1391141,1624781 2097556 2750191 2501356 415358
1391242,734196 1239082 2698468 2796479 882543
1391388,2590469 1443706 830073 1317915 2462072
1391522,2778525 1244196 1386412 657183 2791339
1392022,2778525 1244196 1386412 657183 2791339
1392051,2778525 1244196 1386412 657183 2791339
1393136,1920047 2778525 1244196 1386412 657183
1393258,1368635 2778525 1244196 1386412 657183
1393421,554760 2462072 1330328 2313894 2501356
1393511,1239082 788342 2462072 18872 2512859
1393766,2778525 1244196 1386412 657183 2791339
1393767,1867675 1728166 1794685 2413494 499178
1394024,2791339 579292 2698468 2712481 278589
1394507,470426 1244787 1325341 668146 2198329
1394709,1325341 472040 1244787 1728166 2489959
1394783,650831 266412 554760 1069281 2459081
1394795,335428 79531 2778525 1244196 1386412
1395242,1096406 579292 1732848 2097556 1835742
1395869,2778525 1244196 1386412 657183 2791339
1395985,636889 768905 931519 2825431 2441881
1396404,1550605 1695664 749431 1830993 2698468
1396569,1867675 374376 1519543 2435845 951143
1396811,1074013 2049946 1239082 470426 2825431
1396875,951143 2459081 2420135 2466095 1754395
1397653,2459081 2512859 2635038 47583 2313894
1398239,1244787 1984327 2778525 1244196 1386412
1398565,2778525 1244196 1386412 657183 2791339
1398836,2778525 1244196 1386412 657183 2791339
1399250,1074013 2770160 2348573 1086695 2750191
1399460,1171271 2750191 447985 2501356 415358
1400224,2778525 1244196 1386412 657183 2791339
1400230,546415 18872 687732 1794685 1876513
1400623,1086695 984924 1074013 313851 1438082
1400714,1794685 2198329 1239082 1325341 1438082
1401453,1928254 1162250 1069281 72465 343377
1401618,2356407 1624781 436574 768905 749431
1401908,579292 2037477 47583 472040 2183288
1401912,2277810 951143 2037855 43306 415358
1402025,2778525 1244196 1386412 657183 2791339
1402616,1550605 1876513 1732848 2086041 2698468
1403450,2289895 468120 2712481 1695664 1920047
1403580,35677 2024094 47583 554760 460717
1403630,1287265 205039 1090310 2489959 1920047
1403688,2778525 1244196 1386412 657183 2791339
1404246,1636910 2734883 313851 90273 1239082
1404313,984924 1438082 768905 2049946 1830993
1404654,2097556 278589 1092821 1386412 2796479
1405251,1652258 1165605 1636910 2501356 2734883
1405904,2778525 1244196 1386412 657183 2791339
1406049,2778525 1244196 1386412 657183 2791339
1406217,16356 2049946 1876513 43306 90273
1406358,636889 437245 499178 43306 35677
1406926,2778525 1244196 1386412 657183 2791339
1408231,2778525 1244196 1386412 657183 2791339
1408490,2734883 2289895 2705759 1056667 437245
1408552,625711 749431 2712481 1047625 1695664
1408606,1244787 1092821 343377 1162250 2489959
1409116,2778525 1244196 1386412 657183 2791339
1409744,1086695 1074013 2750191 2501356 415358
1410238,2778525 1244196 1386412 657183 2791339
1411419,2435845 499178 1330328 265522 47583
1411584,2435845 972388 1794685 734196 2002097
1411848,1287265 1679143 2796479 2106311 1830993
1411915,2734883 2501356 2712481 779190 2750191
1412084,2049946 931519 1368635 984924 1624781
1412637,2778525 1244196 1386412 657183 2791339
1412684,2198329 2778525 2778525 1244196 1386412
1413435,2778525 1244196 1386412 657183 2791339
1413739,2420135 1090310 2459081 1047625 650831
1414048,2097556 823512 1624781 1325341 734196
1414537,2791339 2778525 1244196 1386412 657183
1414674,687732 2635038 768905 749431 1695664
1415656,18872 1867675 47583 2698468 2037477
1415820,636889 650831 1732848 374376 1287265
1416619,2778525 1244196 1386412 657183 2791339
1417181,1867675 1794685 1876513 687732 335428
1417752,2778525 1244196 1386412 657183 2791339
1417769,1239082 1624781 1876513 16356 2380306
1417991,794156 657183 2778525 1244196 1386412
1418086,1876513 1794685 16356 1330328 668146
1418410,1835742 1876513 579292 687732 1368635
1419449,1090310 668146 650831 2459081 468120
1419453,2650926 1244787 2413494 2198329 437245
1419850,2778525 1244196 1386412 657183 2791339
1420030,2660436 1053542 823512 554760 35677
1420118,2512859 668146 2459081 734196 1576126
1420380,43306 1867675 1876513 1794685 335428
1420406,1636910 2650926 2593483 2097556 1368635
1420592,2435845 1550605 499178 2086041 569889
1420848,472040 1928254 723096 2097556 1886939
1421017,2778525 1244196 1386412 657183 2791339
1421575,2778525 1244196 1386412 657183 2791339
1422005,2205815 1830993 1794685 931519 1550605
1422262,1636910 2435845 1886939 1695664 794156
1422395,2778525 1244196 1386412 657183 2791339
1422465,1438082 2049946 1830993 1368635 1325341
1422497,2778525 1244196 1386412 657183 2791339
1422505,2778525 1244196 1386412 657183 2791339
1423414,2462072 931519 823512 2635038 2420135
1424167,2778525 1244196 1386412 657183 2791339
1424251,2476293 1368635 2791339 1092821 343377
1424433,2778525 1244196 1386412 657183 2791339
1424464,2459081 668146 650831 2420135 468120
1424650,2778525 1244196 1386412 657183 2791339
1424729,472040 1928254 1368635 1069281 2420135
1425487,931519 734196 2512859 1438082 1244787
1426823,569889 47583 650831 2420135 2037855
1427137,47583 2024094 1886939 1835742 460717
1427750,2791339 2778525 1244196 1386412 657183
1427968,650831 16356 687732 470426 437245
1427991,436574 1624781 447985 2097556 1477734
1428104,2770160 2348573 882543 2183288 2002097
1428547,35677 951143 1519543 1717731 668146
1428615,266412 72465 2420135 650831 569889
1428775,1732848 2024094 668146 972388 1244787
1429336,2778525 1244196 1386412 657183 2791339
1430314,2778525 1244196 1386412 657183 2791339
1430324,1920047 723096 1830993 507069 472040
1430433,472040 1695664 650831 266412 1244787
1430609,16356 1728166 1317915 779190 2380306
1431665,2024094 47583 554760 1140869 1886939
1431833,1886939 1728166 2277810 1717731 437245
1431867,291669 2590469 830073 2348573 1835742
1432236,265522 2770160 1519543 2635038 2489959
1433764,2590469 2348573 788342 470426 2825431
1433889,35677 436574 437245 2635038 823512
1434152,2024094 47583 723096 1928254 460717
1434312,2183288 2037477 47583 278589 2097556
1434769,2650926 1171271 1239082 749431 507069
1435201,291669 2590469 1835742 2086041 2413494
1435660,2778525 1244196 1386412 657183 2791339
1435823,2512859 2289895 2660436 2097556 2183288
1436050,313851 2734883 1519543 1636910 2712481
1436086,2778525 1244196 1386412 657183 2791339
1436191,1624781 436574 1717731 1239082 447985
1436513,2778525 1244196 1386412 657183 2791339
1436689,1835742 1728166 470426 1119495 1325341
1436720,447985 2750191 1835742 1876513 1624781
1436853,2380306 1717731 1754395 2441881 1794685
1436956,2778525 1244196 1386412 657183 2791339
1436964,2778525 1244196 1386412 657183 2791339
1437633,507069 335428 278589 470426 35677
1437780,35677 1794685 2441881 2750191 972388
1437885,507069 2277810 1636910 2712481 1695664
1438080,2778525 1244196 1386412 657183 2791339
1438898,1317915 265522 625711 43306 335428
1439372,1876513 2441881 554760 507069 2277810
1439482,2778525 1244196 1386412 657183 2791339
1439953,636889 72465 650831 1368635 1732848
1440204,2441881 1096406 2778525 1244196 1386412
1440374,2698468 1636910 1830993 2734883 1119495
1440459,1576126 79531 278589 1092821 536047
1440567,265522 2734883 2289895 2420135 1165605
1440955,1287265 1550605 266412 625711 1165605
1440960,2435845 788342 415358 546415 2128544
1441008,2778525 1244196 1386412 657183 2791339
1441236,2650926 1317915 90273 415358 2348573
1441769,2778525 1244196 1386412 657183 2791339
1441773,2778525 1244196 1386412 657183 2791339
1442226,1386412 2778525 1244196 1386412 657183
1442412,823512 2413494 1652258 2289895 2660436
1442875,1092821 2778525 2778525 1244196 1386412
1442969,882543 291669 1776330 2106311 1162250
1443052,823512 2289895 2156629 470426 784737
1443094,636889 2501356 546415 2205815 1317915
1443159,2734883 794156 2024094 2501356 47583
1443934,2778525 1244196 1386412 657183 2791339
1444500,1519543 2501356 1090310 470426 1244787
1444816,2778525 1244196 1386412 657183 2791339
1445810,1368635 2796479 2106311 1830993 2750191
1445811,2097556 447985 436574 1244787 499178
1445856,2778525 1244196 1386412 657183 2791339
1446084,1886939 460717 43306 972388 1140869
1446377,2778525 1244196 1386412 657183 2791339
1446384,2086041 2466095 1047625 266412 1835742
1446390,1513499 16356 2501356 1165605 2712481
1446562,2778525 1244196 1386412 657183 2791339
1446619,2778525 1244196 1386412 657183 2791339
1446841,2205815 2466095 546415 2501356 1876513
1447770,2778525 1244196 1386412 657183 2791339
1448304,2778525 1244196 1386412 657183 2791339
1449241,2778525 1244196 1386412 657183 2791339
1450055,2476293 2002097 2198329 1368635 343377
1450482,291669 1835742 2825431 2086041 1074013
1451113,90273 35677 1695664 2635038 2512859
1451182,2476293 2002097 2413494 1830993 1119495
1451837,2024094 47583 1886939 1679143 650831
1451860,472040 460717 569889 47583 2031981
1452008,1443706 830073 1317915 2462072 415358
1452453,437245 882543 2512859 2037855 734196
1452859,1438082 1325341 779190 1244787 72465
1452902,2476293 2128544 1652258 1438082 507069
1453014,1090310 2459081 650831 468120 668146
1453046,2097556 882543 470426 1053542 460717
1453628,72465 470426 734196 2106311 2778525
1453879,374376 554760 470426 734196 2313894
1453976,2778525 1244196 1386412 657183 2791339
1454201,1835742 1325341 2097556 779190 2512859
1454304,2049946 1438082 313851 1830993 2198329
1454395,687732 723096 1867675 984924 1330328
1454583,1624781 546415 1092821 1443706 830073
1454685,650831 2459081 2420135 468120 668146
1454746,1717731 468120 536047 1239082 2750191
1454823,35677 1830993 2198329 1119495 734196
1455650,2289895 265522 2097556 2712481 1830993
1455763,2037477 278589 460717 1053542 2097556
1455836,2037477 636889 723096 2024094 1754395
1455919,1074013 2501356 749431 1717731 2770160
1455926,636889 1717731 1776330 734196 2593483
1456864,499178 35677 72465 2086041 2791339
1456952,343377 657183 2778525 1244196 1386412
1457420,436574 1162250 1984327 1053542 657183
1457969,436574 2356407 2476293 2413494 2002097
1458039,1090310 468120 668146 1679143 1239082
1458886,931519 374376 1438082 2462072 1368635
1458945,2778525 1244196 1386412 657183 2791339
1459128,1443706 830073 1317915 2462072 415358
1459256,823512 2476293 2205815 931519 2002097
1459331,499178 2156629 1092821 2778525 1244196
1460130,2128544 546415 1325341 2106311 43306
1460426,1550605 1636910 2501356 749431 2750191
1460447,2086041 2466095 1047625 1732848 266412
1460576,1287265 2289895 90273 2420135 2037855
1460601,2778525 1244196 1386412 657183 2791339
1460877,2501356 1287265 1171271 1794685 2650926
1461592,2097556 579292 1325341 265522 2156629
1461652,2501356 2097556 2380306 90273 2198329
1462492,931519 2770160 415358 35677 2348573
1463078,1438082 2712481 931519 437245 1056667
1463705,1074013 1086695 2750191 2348573 2625619
1464125,2024094 794156 2734883 2031981 2466095
1464291,266412 72465 569889 1776330 2501356
1464347,2778525 1244196 1386412 657183 2791339
1464512,1287265 2501356 205039 374376 1317915
1464818,1477734 1140869 554760 794156 79531
1464874,278589 723096 1695664 79531 1092821
1464958,2778525 1244196 1386412 657183 2791339
1464995,2778525 1244196 1386412 657183 2791339
1465453,2590469 291669 2086041 1728166 882543
1465634,2825431 2590469 1325341 16356 2156629
1466249,2289895 265522 2097556 1830993 1165605
1466594,1867675 554760 1876513 2441881 2476293
1467070,507069 43306 2277810 2698468 1317915
1467184,2024094 90273 2097556 460717 2734883
1467222,470426 830073 723096 1513499 1652258
1467673,2476293 779190 2778525 1244196 1386412
1467687,984924 1438082 313851 2097556 1550605
1467895,1244196 2796479 2106311 1830993 2750191
1467905,278589 35677 47583 2512859 723096
1468174,499178 1876513 43306 687732 72465
1468405,2037477 47583 794156 1886939 2024094
1468706,2462072 1830993 2205815 952102 1140869
1468940,1171271 90273 2512859 2635038 1920047
1469208,1368635 1330328 882543 2049946 2462072
1469522,415358 2441881 1776330 472040 2198329
1470400,2778525 1244196 1386412 657183 2791339
1470458,823512 1477734 2501356 2778525 668146
1470797,1086695 2024094 1728166 1717731 2277810
1471051,2778525 1244196 1386412 657183 2791339
1471359,1624781 2356407 1728166 436574 2097556
1471369,2825431 2778525 1244196 1386412 657183
1471396,2778525 1244196 1386412 657183 2791339
1471419,470426 2825431 2635038 2750191 1096406
1471655,1830993 794156 1368635 536047 1717731
1472097,2796479 2106311 1830993 2750191 554760
1472631,1368635 823512 2037855 931519 1438082
1472777,2590469 291669 2441881 882543 1835742
1472893,2356407 436574 2435845 2462072 668146
1473112,2778525 1244196 1386412 657183 2791339
1473276,2660436 2778525 1092821 2031981 2466095
1473436,2750191 1074013 2770160 415358 2348573
1473445,1171271 2635038 1519543 437245 90273
1473795,1867675 2441881 1794685 16356 1876513
1474991,2825431 2590469 291669 1835742 2348573
1475020,447985 2734883 823512 1069281 1776330
1475110,1886939 460717 569889 1140869 1287265
1475426,2037477 882543 636889 1287265 2097556
1475555,788342 2734883 1754395 507069 35677
1475735,657183 2489959 72465 343377 1069281
1476069,1074013 1086695 2435845 2770160 788342
1476726,1928254 1717731 35677 2002097 437245
1476855,472040 1443706 1928254 1386412 2183288
1478404,1443706 830073 1317915 2462072 415358
1478691,1090310 1438082 1953846 1679143 668146
1478845,43306 1867675 687732 2512859 1835742
1479124,788342 1086695 1074013 1754395 2650926
1479198,1443706 830073 1317915 2462072 415358
1479362,1438082 2462072 2049946 687732 2734883
1479650,1074013 415358 788342 2625619 499178
1479773,1212118 1244787 569889 2420135 2313894
1479974,1519543 374376 1438082 2712481 931519
1480035,265522 2198329 1325341 1096406 335428
1480657,288342 1287265 1636910 768905 2313894
1480800,2825431 1835742 636889 2590469 291669
1480882,2037477 460717 1053542 278589 1244196
1481089,2796479 2106311 1830993 2750191 554760
1481246,2198329 2778525 1244196 1386412 657183
1481354,2037477 2660436 546415 2441881 35677
1481389,2590469 291669 882543 1835742 2086041
1481616,2778525 1244196 1386412 657183 2791339
1481694,72465 1140869 952102 278589 35677
1482099,2660436 2625619 972388 1794685 1086695
1482230,47583 2024094 2356407 436574 794156
1483405,2778525 1244196 1386412 657183 2791339
1483899,2097556 35677 1477734 1325341 1794685
1483997,788342 768905 499178 1086695 1074013
1484403,546415 2825431 931519 2778525 1244196
1484492,47583 2183288 2313894 1140869 830073
1485294,1477734 2037477 278589 2024094 47583
1485822,43306 35677 2086041 1794685 687732
1485825,2037855 882543 1239082 437245 2198329
1486108,1550605 2435845 972388 18872 2441881
1486306,1624781 2097556 447985 1171271 1317915
1486577,2778525 1244196 1386412 657183 2791339
1486657,2435845 2462072 668146 2413494 2501356
1486721,1086695 1074013 415358 2590469 1728166
1487099,507069 1754395 2289895 1652258 205039
